Season,Absence/Suspension,competition,from,until,Days,Games missed,player,url
16/17,Indirect card suspension,Championship,"Sep 28, 2016","Oct 3, 2016",5 Tage,1,Dale Stephens,/dale-stephens/profil/spieler/49755
15/16,Red card suspension, ,"May 9, 2016","Aug 8, 2016",91 Tage,3,Dale Stephens,/dale-stephens/profil/spieler/49755
15/16,Yellow card suspension,Scottish Premiership,"Mar 17, 2016","Mar 22, 2016",5 Tage,1,Carlton Morris,/carlton-morris/profil/spieler/246963
16/17,Indirect card suspension,Championship,"Sep 14, 2016","Sep 19, 2016",5 Tage,1,Gary O'Neil,/gary-oneil/profil/spieler/3995
15/16,Red card suspension,Premier League,"Jan 14, 2016","Feb 3, 2016",20 Tage,3,Gary O'Neil,/gary-oneil/profil/spieler/3995
14/15,Red card suspension,Championship,"Aug 4, 2014","Aug 11, 2014",7 Tage,?,Gary O'Neil,/gary-oneil/profil/spieler/3995
19/20,No eligibility,,"Jul 11, 2019","Oct 16, 2019",97 Tage,-,Louie Barry,/louie-barry/profil/spieler/581670
21/22,Called up to national team, ,"Nov 28, 2021","Dec 31, 2021",33 Tage,2,Thanawat Suengchitthawon,/thanawat-suengchitthawon/profil/spieler/427691
21/22,Called up to national team, ,"Oct 1, 2021","Nov 6, 2021",36 Tage,6,Thanawat Suengchitthawon,/thanawat-suengchitthawon/profil/spieler/427691
17/18,Yellow card suspension,UEFA Champions League,"Dec 22, 2017","Dec 7, 2017",15 Tage,1,Kevin De Bruyne,/kevin-de-bruyne/profil/spieler/88755
15/16,special leave,Bundesliga,"Aug 27, 2015","Aug 29, 2015",2 Tage,1,Kevin De Bruyne,/kevin-de-bruyne/profil/spieler/88755
13/14,Indirect card suspension,Bundesliga,"Mar 24, 2014","Mar 27, 2014",3 Tage,1,Kevin De Bruyne,/kevin-de-bruyne/profil/spieler/88755
20/21,Called up to national team,EFL Cup,"Sep 1, 2020","Sep 10, 2020",9 Tage,1,Max Aarons,/max-aarons/profil/spieler/471690
21/22,Yellow card suspension,Bundesliga,"May 2, 2022","May 9, 2022",7 Tage,1,Jetro Willems,/jetro-willems/profil/spieler/146258
18/19,Indirect card suspension,Europa League,"Sep 24, 2018","Oct 8, 2018",14 Tage,1,Jetro Willems,/jetro-willems/profil/spieler/146258
18/19,Red card suspension,Bundesliga,"Sep 3, 2018","Sep 24, 2018",21 Tage,2,Jetro Willems,/jetro-willems/profil/spieler/146258
17/18,special leave,Bundesliga,"Feb 22, 2018","Feb 26, 2018",4 Tage,1,Jetro Willems,/jetro-willems/profil/spieler/146258
14/15,Yellow card suspension,Eredivisie,"Jan 26, 2015","Feb 2, 2015",7 Tage,1,Jetro Willems,/jetro-willems/profil/spieler/146258
14/15,Yellow card suspension,Eredivisie,"Dec 18, 2014","Dec 22, 2014",4 Tage,1,Jetro Willems,/jetro-willems/profil/spieler/146258
13/14,Yellow card suspension,Eredivisie,"Mar 17, 2014","Mar 24, 2014",7 Tage,1,Jetro Willems,/jetro-willems/profil/spieler/146258
21/22,Yellow card suspension,Serie A,"Apr 17, 2022","Apr 25, 2022",8 Tage,1,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
20/21,Suspension through sports court,EURO 2020,"Jun 16, 2021","Jun 18, 2021",2 Tage,1,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
17/18,Red card suspension, ,"Aug 21, 2017","Sep 11, 2017",21 Tage,3,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
16/17,Yellow card suspension,World Cup qualification Europe,"Mar 25, 2017","Jun 12, 2017",79 Tage,1,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
16/17,Red card suspension,Premier League,"Dec 15, 2016","Jan 2, 2017",18 Tage,3,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
16/17,Yellow card suspension,Premier League,"Oct 31, 2016","Nov 7, 2016",7 Tage,1,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
13/14,Red card suspension,World Cup qualification Europe,"Oct 14, 2013","Oct 17, 2013",3 Tage,1,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
12/13,Suspended,Bundesliga,"Apr 25, 2013","May 23, 2013",28 Tage,4,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
12/13,Indirect card suspension,Bundesliga,"Jan 28, 2013","Feb 4, 2013",7 Tage,1,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
12/13,Yellow card suspension,Bundesliga,"Dec 17, 2012","Jan 21, 2013",35 Tage,1,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
11/12,Red card suspension,Bundesliga,"Oct 3, 2011","Oct 31, 2011",28 Tage,3,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
10/11,Suspended,Bundesliga,"May 5, 2011","May 9, 2011",4 Tage,1,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
12/13,Indirect card suspension,Premier League,"May 13, 2013","May 20, 2013",7 Tage,1,Rob Elliot,/rob-elliot/profil/spieler/39037
21/22,Yellow card suspension,Africa Cup of Nations,"Jan 19, 2022","Jan 25, 2022",6 Tage,1,Naby Keïta,/naby-keita/profil/spieler/302215
21/22,Called up to national team, ,"Jan 3, 2022","Feb 6, 2022",34 Tage,6,Naby Keïta,/naby-keita/profil/spieler/302215
17/18,Indirect card suspension,Bundesliga,"Apr 30, 2018","May 7, 2018",7 Tage,1,Naby Keïta,/naby-keita/profil/spieler/302215
17/18,Yellow card suspension,Bundesliga,"Jan 15, 2018","Jan 22, 2018",7 Tage,1,Naby Keïta,/naby-keita/profil/spieler/302215
17/18,Red card suspension,World Cup qualification Africa,"Oct 9, 2017","Nov 13, 2017",35 Tage,1,Naby Keïta,/naby-keita/profil/spieler/302215
17/18,Red card suspension,Bundesliga,"Sep 18, 2017","Oct 2, 2017",14 Tage,3,Naby Keïta,/naby-keita/profil/spieler/302215
16/17,Yellow card suspension,Bundesliga,"Mar 13, 2017","Mar 20, 2017",7 Tage,1,Naby Keïta,/naby-keita/profil/spieler/302215
15/16,Yellow card suspension,Europa League Qualifying,"Aug 21, 2015","Aug 28, 2015",7 Tage,1,Naby Keïta,/naby-keita/profil/spieler/302215
14/15,Called up to national team,Africa Cup of Nations,"Jan 5, 2015","Feb 9, 2015",35 Tage,-,Naby Keïta,/naby-keita/profil/spieler/302215
18/19,Indirect card suspension,Premier League,"Apr 29, 2019","May 6, 2019",7 Tage,1,Ainsley Maitland-Niles,/ainsley-maitland-niles/profil/spieler/285845
18/19,Yellow card suspension,UEFA Nations League B,"Nov 16, 2018","Mar 26, 2019",130 Tage,1,Kasper Schmeichel,/kasper-schmeichel/profil/spieler/16911
16/17,Suspended, ,"Oct 15, 2016","Nov 14, 2016",30 Tage,4,Vitaly Janelt,/vitaly-janelt/profil/spieler/270171
19/20,Called up to national team,LaLiga2,"Nov 11, 2019","Nov 20, 2019",9 Tage,1,Álvaro Fernández,/alvaro-fernandez/profil/spieler/453704
19/20,Called up to national team,LaLiga2,"Oct 7, 2019","Oct 16, 2019",9 Tage,1,Álvaro Fernández,/alvaro-fernandez/profil/spieler/453704
19/20,Called up to national team,LaLiga2,"Sep 2, 2019","Sep 11, 2019",9 Tage,1,Álvaro Fernández,/alvaro-fernandez/profil/spieler/453704
18/19,Red card suspension,SSE Airtricity League Premier Division,"Apr 8, 2019","Apr 13, 2019",5 Tage,1,James Tilley,/james-tilley/profil/spieler/359693
18/19,Red card suspension,SSE Airtricity League Premier Division,"Mar 25, 2019","Apr 1, 2019",7 Tage,1,James Tilley,/james-tilley/profil/spieler/359693
16/17,Red card suspension,Premier League 2,"Nov 23, 2016","Dec 13, 2016",20 Tage,2,James Tilley,/james-tilley/profil/spieler/359693
20/21,Red card suspension,Premier League,"May 3, 2021","May 20, 2021",17 Tage,3,Fabian Schär,/fabian-schar/profil/spieler/135343
18/19,Yellow card suspension,Premier League,"Mar 10, 2019","Apr 2, 2019",23 Tage,2,Fabian Schär,/fabian-schar/profil/spieler/135343
18/19,Yellow card suspension,Premier League,"Dec 3, 2018","Dec 10, 2018",7 Tage,1,Fabian Schär,/fabian-schar/profil/spieler/135343
19/20,Yellow card suspension,UEFA Nations League A,"Oct 15, 2018","Mar 23, 2019",159 Tage,1,Fabian Schär,/fabian-schar/profil/spieler/135343
17/18,Yellow card suspension,World Cup 2018,"Jun 28, 2018","Jul 5, 2018",7 Tage,1,Fabian Schär,/fabian-schar/profil/spieler/135343
17/18,Yellow card suspension,LaLiga,"May 7, 2018","May 14, 2018",7 Tage,1,Fabian Schär,/fabian-schar/profil/spieler/135343
17/18,Yellow card suspension,LaLiga,"Dec 25, 2017","Jan 8, 2018",14 Tage,1,Fabian Schär,/fabian-schar/profil/spieler/135343
16/17,Yellow card suspension,World Cup qualification Europe,"Mar 27, 2017","Jun 12, 2017",77 Tage,1,Fabian Schär,/fabian-schar/profil/spieler/135343
14/15,Yellow card suspension,UEFA Champions League,"Dec 11, 2014","Feb 19, 2015",70 Tage,1,Fabian Schär,/fabian-schar/profil/spieler/135343
14/15,Yellow card suspension,Super League,"Nov 10, 2014","Nov 24, 2014",14 Tage,1,Fabian Schär,/fabian-schar/profil/spieler/135343
13/14,Indirect card suspension,Super League,"Dec 16, 2013","Feb 3, 2014",49 Tage,1,Fabian Schär,/fabian-schar/profil/spieler/135343
13/14,Yellow card suspension,Europa League,"Dec 13, 2013","Feb 21, 2014",70 Tage,1,Fabian Schär,/fabian-schar/profil/spieler/135343
13/14,Yellow card suspension,Super League,"Oct 28, 2013","Nov 4, 2013",7 Tage,1,Fabian Schär,/fabian-schar/profil/spieler/135343
12/13,Suspension through sports court,Super League,"May 27, 2013","Jun 3, 2013",7 Tage,2,Fabian Schär,/fabian-schar/profil/spieler/135343
12/13,Yellow card suspension,Super League,"Feb 25, 2013","Mar 4, 2013",7 Tage,1,Fabian Schär,/fabian-schar/profil/spieler/135343
21/22,Called up to national team, ,"Dec 31, 2021","Jan 27, 2022",27 Tage,4,Henry Onyekuru,/henry-onyekuru/profil/spieler/380415
20/21,special leave,Süper Lig,"Apr 7, 2021","Apr 11, 2021",4 Tage,1,Henry Onyekuru,/henry-onyekuru/profil/spieler/380415
19/20,No eligibility,Türkiye Kupasi,"Jan 5, 2020","Jan 17, 2020",12 Tage,1,Henry Onyekuru,/henry-onyekuru/profil/spieler/380415
18/19,Yellow card suspension,Süper Lig,"Apr 14, 2019","Apr 21, 2019",7 Tage,1,Henry Onyekuru,/henry-onyekuru/profil/spieler/380415
17/18,Red card suspension, ,"Aug 21, 2017","Sep 11, 2017",21 Tage,3,Leon Clarke,/leon-clarke/profil/spieler/36859
21/22,Called up to national team,Premier League,"Jan 3, 2022","Jan 20, 2022",17 Tage,1,Jordan Ayew,/jordan-ayew/profil/spieler/108354
17/18,Red card suspension, ,"Mar 11, 2018","Apr 1, 2018",21 Tage,3,Jordan Ayew,/jordan-ayew/profil/spieler/108354
16/17,Called up to national team,,"Jan 3, 2017","Feb 5, 2017",33 Tage,?,Jordan Ayew,/jordan-ayew/profil/spieler/108354
16/17,Yellow card suspension,Championship,"Oct 31, 2016","Nov 7, 2016",7 Tage,1,Jordan Ayew,/jordan-ayew/profil/spieler/108354
14/15,Called up to national team, ,"Jan 7, 2015","Feb 9, 2015",33 Tage,5,Jordan Ayew,/jordan-ayew/profil/spieler/108354
13/14,Red card suspension,Ligue 1,"Mar 13, 2014","Mar 24, 2014",11 Tage,2,Jordan Ayew,/jordan-ayew/profil/spieler/108354
19/20,Red card suspension, ,"Dec 31, 2019","Jan 13, 2020",13 Tage,3,Krystian Bielik,/krystian-bielik/profil/spieler/287247
17/18,Red card suspension,Türkiye Kupasi,"Dec 9, 2017","Dec 13, 2017",4 Tage,1,Bafétimbi Gomis,/bafetimbi-gomis/profil/spieler/22388
20/21,Yellow card suspension,National League,"Feb 10, 2021","Feb 22, 2021",12 Tage,1,Connor Smith,/connor-smith/profil/spieler/177771
17/18,Indirect card suspension,Championship,"Oct 16, 2017","Oct 23, 2017",7 Tage,1,David Meyler,/david-meyler/profil/spieler/68183
12/13,Yellow card suspension,Championship,"Dec 21, 2012","Dec 27, 2012",6 Tage,1,David Meyler,/david-meyler/profil/spieler/68183
12/13,Called up to national team,European U19 Championship 2012,"Jun 20, 2012","Jul 15, 2012",25 Tage,4,Sam Johnstone,/sam-johnstone/profil/spieler/110864
13/14,Red card suspension, ,"Feb 19, 2014","Mar 13, 2014",22 Tage,1,Martín Demichelis,/martin-demichelis/profil/spieler/2963
12/13,Indirect card suspension,LaLiga,"May 9, 2013","May 13, 2013",4 Tage,1,Martín Demichelis,/martin-demichelis/profil/spieler/2963
12/13,Red card suspension,LaLiga,"Jan 28, 2013","Feb 4, 2013",7 Tage,1,Martín Demichelis,/martin-demichelis/profil/spieler/2963
12/13,Yellow card suspension,LaLiga,"Nov 4, 2012","Nov 11, 2012",7 Tage,1,Martín Demichelis,/martin-demichelis/profil/spieler/2963
11/12,Yellow card suspension,LaLiga,"Apr 10, 2012","Apr 13, 2012",3 Tage,1,Martín Demichelis,/martin-demichelis/profil/spieler/2963
11/12,Red card suspension,LaLiga,"Feb 7, 2012","Feb 20, 2012",13 Tage,2,Martín Demichelis,/martin-demichelis/profil/spieler/2963
10/11,Indirect card suspension,LaLiga,"May 16, 2011","May 22, 2011",6 Tage,1,Martín Demichelis,/martin-demichelis/profil/spieler/2963
10/11,Yellow card suspension,LaLiga,"Mar 7, 2011","Mar 14, 2011",7 Tage,1,Martín Demichelis,/martin-demichelis/profil/spieler/2963
10/11,Red card suspension,LaLiga,"Jan 23, 2011","Jan 30, 2011",7 Tage,1,Martín Demichelis,/martin-demichelis/profil/spieler/2963
08/09,Yellow card suspension,Bundesliga,"Mar 22, 2009","Apr 5, 2009",14 Tage,1,Martín Demichelis,/martin-demichelis/profil/spieler/2963
07/08,Yellow card suspension,Bundesliga,"Feb 18, 2007","Feb 25, 2007",7 Tage,1,Martín Demichelis,/martin-demichelis/profil/spieler/2963
05/06,Red card suspension,Bundesliga,"Oct 16, 2005","Oct 23, 2005",7 Tage,1,Martín Demichelis,/martin-demichelis/profil/spieler/2963
20/21,Indirect card suspension,Süper Lig,"Mar 19, 2021","Apr 4, 2021",16 Tage,1,DeAndre Yedlin,/deandre-yedlin/profil/spieler/255916
16/17,Yellow card suspension,World Cup qualification CONCACAF,"Sep 3, 2016","Sep 7, 2016",4 Tage,1,DeAndre Yedlin,/deandre-yedlin/profil/spieler/255916
15/16,Indirect card suspension,Copa América Centenario 2016,"Jun 13, 2016","Jun 20, 2016",7 Tage,1,DeAndre Yedlin,/deandre-yedlin/profil/spieler/255916
18/19,Yellow card suspension,Liga Portugal,"Apr 15, 2019","Apr 22, 2019",7 Tage,1,Raphinha,/raphinha/profil/spieler/411295
19/20,Yellow card suspension,Süper Lig,"Jan 26, 2020","Feb 3, 2020",8 Tage,1,Mario Lemina,/mario-lemina/profil/spieler/170934
16/17,Called up to national team, ,"Jan 1, 2017","Jan 15, 2017",14 Tage,3,Mario Lemina,/mario-lemina/profil/spieler/170934
16/17,Indirect card suspension,UEFA Champions League,"Oct 19, 2016","Nov 3, 2016",15 Tage,1,Mario Lemina,/mario-lemina/profil/spieler/170934
17/18,Red card suspension,Premier League 2,"Aug 26, 2017","Sep 26, 2017",31 Tage,3,Remi Matthews,/remi-matthews/profil/spieler/196722
20/21,Yellow card suspension,Fortuna Narodni liga,"Apr 3, 2021","Apr 5, 2021",2 Tage,1,Daniel Pudil,/daniel-pudil/profil/spieler/35583
19/20,Yellow card suspension,Fortuna Liga,"May 25, 2020","May 27, 2020",2 Tage,1,Daniel Pudil,/daniel-pudil/profil/spieler/35583
17/18,Indirect card suspension,Championship,"Feb 5, 2018","Feb 12, 2018",7 Tage,1,Daniel Pudil,/daniel-pudil/profil/spieler/35583
15/16,No eligibility,Premier League,"Sep 3, 2015","Jan 1, 2016",120 Tage,15,Daniel Pudil,/daniel-pudil/profil/spieler/35583
14/15,Indirect card suspension,Championship,"Oct 1, 2014","Oct 6, 2014",5 Tage,1,Daniel Pudil,/daniel-pudil/profil/spieler/35583
21/22,Yellow card suspension,Premier League,"Jan 4, 2022","Jan 16, 2022",12 Tage,1,Luke Shaw,/luke-shaw/profil/spieler/183288
18/19,Yellow card suspension,UEFA Champions League,"Apr 11, 2019","Apr 17, 2019",6 Tage,1,Luke Shaw,/luke-shaw/profil/spieler/183288
18/19,Yellow card suspension,Premier League,"Apr 3, 2019","Apr 22, 2019",19 Tage,2,Luke Shaw,/luke-shaw/profil/spieler/183288
18/19,Yellow card suspension,Premier League,"Nov 12, 2018","Nov 25, 2018",13 Tage,1,Luke Shaw,/luke-shaw/profil/spieler/183288
14/15,Indirect card suspension,Premier League,"Feb 9, 2015","Feb 12, 2015",3 Tage,1,Luke Shaw,/luke-shaw/profil/spieler/183288
19/20,Yellow card suspension,LaLiga,"Dec 22, 2019","Jan 4, 2020",13 Tage,1,Sergio Reguilón,/sergio-reguilon/profil/spieler/282429
21/22,Called up to national team, ,"Jan 3, 2022","Feb 6, 2022",34 Tage,6,Sadio Mané,/sadio-mane/profil/spieler/200512
17/18,Red card suspension, ,"Sep 10, 2017","Sep 24, 2017",14 Tage,3,Sadio Mané,/sadio-mane/profil/spieler/200512
16/17,Called up to national team, ,"Jan 3, 2017","Jan 29, 2017",26 Tage,7,Sadio Mané,/sadio-mane/profil/spieler/200512
15/16,Indirect card suspension,EFL Cup,"Oct 26, 2015","Oct 29, 2015",3 Tage,1,Sadio Mané,/sadio-mane/profil/spieler/200512
14/15,Called up to national team, ,"Jan 19, 2015","Jan 28, 2015",9 Tage,1,Sadio Mané,/sadio-mane/profil/spieler/200512
14/15,Indirect card suspension,Bundesliga,"Jul 27, 2014","Aug 4, 2014",8 Tage,1,Sadio Mané,/sadio-mane/profil/spieler/200512
13/14,Red card suspension,ÖFB-Cup,"May 12, 2014","May 19, 2014",7 Tage,1,Sadio Mané,/sadio-mane/profil/spieler/200512
13/14,Yellow card suspension,Bundesliga,"Oct 28, 2013","Nov 2, 2013",5 Tage,1,Sadio Mané,/sadio-mane/profil/spieler/200512
13/14,Indirect card suspension,Europa League,"Oct 25, 2013","Nov 8, 2013",14 Tage,1,Sadio Mané,/sadio-mane/profil/spieler/200512
12/13,Indirect card suspension,Bundesliga,"Apr 17, 2013","Apr 21, 2013",4 Tage,1,Sadio Mané,/sadio-mane/profil/spieler/200512
12/13,Suspension through sports court,ÖFB-Cup,"Apr 13, 2013","Apr 17, 2013",4 Tage,1,Sadio Mané,/sadio-mane/profil/spieler/200512
12/13,Yellow card suspension,Bundesliga,"Mar 18, 2013","Apr 1, 2013",14 Tage,1,Sadio Mané,/sadio-mane/profil/spieler/200512
12/13,Olympic games,,"Jul 9, 2012","Aug 2, 2012",24 Tage,-,Sadio Mané,/sadio-mane/profil/spieler/200512
21/22,Indirect card suspension,National League,"Apr 4, 2022","Apr 16, 2022",12 Tage,2,Rohan Ince,/rohan-ince/profil/spieler/141568
21/22,Red card suspension,National League,"Feb 23, 2022","Mar 9, 2022",14 Tage,3,Rohan Ince,/rohan-ince/profil/spieler/141568
18/19,Yellow card suspension,Bundesliga,"Feb 3, 2019","Feb 10, 2019",7 Tage,1,Ibrahima Konaté,/ibrahima-konate/profil/spieler/357119
18/19,Red card suspension,UEFA Champions League,"Oct 25, 2018","Nov 8, 2018",14 Tage,1,Hugo Lloris,/hugo-lloris/profil/spieler/17965
09/10,Red card suspension,World Cup qualification Europe,"Sep 10, 2009","Oct 11, 2009",31 Tage,1,Hugo Lloris,/hugo-lloris/profil/spieler/17965
20/21,Indirect card suspension,Liga Portugal,"Apr 5, 2021","Apr 10, 2021",5 Tage,1,Angel Gomes,/angel-gomes/profil/spieler/392770
17/18,Indirect card suspension,Championship,"Dec 25, 2017","Dec 27, 2017",2 Tage,1,Sam Gallagher,/sam-gallagher/profil/spieler/227183
20/21,Suspended,Premier League 2,"Sep 12, 2020","Sep 22, 2020",10 Tage,?,Lewis Gibson,/lewis-gibson/profil/spieler/419325
18/19,Indirect card suspension,Championship,"Oct 22, 2018","Oct 25, 2018",3 Tage,1,Chris Mepham,/chris-mepham/profil/spieler/480987
18/19,Red card suspension, ,"Dec 27, 2018","Jan 6, 2019",10 Tage,3,Tyler Blackett,/tyler-blackett/profil/spieler/134414
17/18,Red card suspension,Championship,"Apr 23, 2018","Aug 6, 2018",105 Tage,3,Tyler Blackett,/tyler-blackett/profil/spieler/134414
16/17,Red card suspension,Championship,"Sep 21, 2016","Oct 3, 2016",12 Tage,3,Tyler Blackett,/tyler-blackett/profil/spieler/134414
14/15,Red card suspension,Premier League 2,"Mar 9, 2015","Apr 8, 2015",30 Tage,3,Tyler Blackett,/tyler-blackett/profil/spieler/134414
14/15,Red card suspension,Premier League,"Sep 22, 2014","Sep 28, 2014",6 Tage,1,Tyler Blackett,/tyler-blackett/profil/spieler/134414
19/20,Red card suspension,Championship,"Jan 27, 2020","Feb 3, 2020",7 Tage,1,Tim Ream,/tim-ream/profil/spieler/145466
10/11,Called up to national team, ,"Mar 25, 2011","Mar 30, 2011",5 Tage,1,Tim Ream,/tim-ream/profil/spieler/145466
20/21,Indirect card suspension,Premier League,"Dec 13, 2020","Dec 17, 2020",4 Tage,1,Douglas Luiz,/douglas-luiz/profil/spieler/447661
18/19,Called up to national team,LaLiga,"May 15, 2019","May 22, 2019",7 Tage,1,Douglas Luiz,/douglas-luiz/profil/spieler/447661
18/19,Yellow card suspension,LaLiga,"Apr 7, 2019","Apr 15, 2019",8 Tage,1,Douglas Luiz,/douglas-luiz/profil/spieler/447661
17/18,Yellow card suspension,Campeonato Brasileiro Série A,"Jul 4, 2017","Jul 8, 2017",4 Tage,1,Douglas Luiz,/douglas-luiz/profil/spieler/447661
19/20,Suspension through sports court,Premier League,"Jun 11, 2020","Jun 20, 2020",9 Tage,1,Dele Alli,/dele-alli/profil/spieler/207929
17/18,Suspension through sports court,World Cup qualification Europe,"Sep 28, 2017","Oct 5, 2017",7 Tage,1,Dele Alli,/dele-alli/profil/spieler/207929
17/18,Red card suspension,UEFA Champions League,"Feb 24, 2017","Oct 19, 2017",237 Tage,3,Dele Alli,/dele-alli/profil/spieler/207929
15/16,Suspension through sports court,Premier League,"Apr 28, 2016","May 16, 2016",18 Tage,3,Dele Alli,/dele-alli/profil/spieler/207929
15/16,Yellow card suspension,Europa League,"Feb 26, 2016","Mar 11, 2016",14 Tage,1,Dele Alli,/dele-alli/profil/spieler/207929
15/16,Yellow card suspension,Premier League,"Nov 23, 2015","Nov 30, 2015",7 Tage,1,Dele Alli,/dele-alli/profil/spieler/207929
14/15,Red card suspension, ,"Dec 1, 2014","Dec 17, 2014",16 Tage,3,Ryan Inniss,/ryan-inniss/profil/spieler/183284
15/16,Indirect card suspension,Serie A,"Apr 21, 2016","Apr 25, 2016",4 Tage,1,Andrea Ranocchia,/andrea-ranocchia/profil/spieler/44327
15/16,Yellow card suspension,Serie A,"Apr 12, 2016","Apr 18, 2016",6 Tage,1,Andrea Ranocchia,/andrea-ranocchia/profil/spieler/44327
14/15,Yellow card suspension,Serie A,"Jan 8, 2015","Jan 12, 2015",4 Tage,1,Andrea Ranocchia,/andrea-ranocchia/profil/spieler/44327
